Date,Time,0516-IBLC-02-0101,0403-CIRS-02-0203,0403-CIRS-02-0202,0516-IBLC-01-0182,0277-AERL-04-0403,0277-AERL-04-0403
16-01-05,5:25:00,0,0,0,0,0,2
16-01-05,5:30:00,0,0,0,0,0,2
16-01-05,5:35:00,0,0,0,0,0,2
16-01-05,5:40:00,0,0,0,0,0,1
16-01-05,5:45:00,0,0,0,0,0,2
16-01-05,5:50:00,0,0,0,0,0,3
16-01-05,5:55:00,0,0,0,0,0,2
16-01-05,6:00:00,0,0,0,0,0,2
16-01-05,6:05:00,0,0,1,0,0,2
16-01-05,6:10:00,0,0,1,0,0,2
16-01-05,6:15:00,0,1,1,0,0,2
16-01-05,6:20:00,0,1,0,0,0,2
16-01-05,6:25:00,0,0,0,0,0,2
16-01-05,6:30:00,0,0,1,0,0,2
16-01-05,6:35:00,0,0,1,0,0,2
16-01-05,6:40:00,0,0,1,0,0,1
16-01-05,6:45:00,0,1,1,0,1,2
16-01-05,6:50:00,0,0,2,0,0,2
16-01-05,6:55:00,0,1,3,0,0,3
16-01-05,7:00:00,0,1,4,0,1,3
16-01-05,7:05:00,0,1,2,0,0,3
16-01-05,7:10:00,0,0,1,0,1,3
16-01-05,7:15:00,0,0,2,0,3,3
16-01-05,7:20:00,1,2,3,0,2,3
16-01-05,7:25:00,0,3,3,0,4,3
16-01-05,7:30:00,0,1,3,1,7,3
16-01-05,7:35:00,1,1,4,2,8,4
16-01-05,7:40:00,0,1,6,8,17,6
16-01-05,7:45:00,0,2,9,23,19,8
16-01-05,7:50:00,0,3,6,46,31,6
16-01-05,7:55:00,1,5,8,84,40,5
16-01-05,8:00:00,1,1,11,120,46,5
16-01-05,8:05:00,1,4,4,132,50,3
16-01-05,8:10:00,1,2,4,146,50,3
16-01-05,8:15:00,1,3,5,134,45,3
16-01-05,8:20:00,0,4,5,146,46,2
16-01-05,8:25:00,2,5,7,150,46,3
16-01-05,8:30:00,4,3,6,149,45,3
16-01-05,8:35:00,2,1,5,157,42,4
16-01-05,8:40:00,3,4,5,161,43,5
16-01-05,8:45:00,3,1,5,157,46,7
16-01-05,8:50:00,2,1,5,150,54,6
16-01-05,8:55:00,3,3,4,146,52,6
16-01-05,9:00:00,3,4,10,147,69,10
16-01-05,9:05:00,2,3,15,93,83,16
16-01-05,9:10:00,3,3,8,57,93,13
16-01-05,9:15:00,2,7,9,24,89,11
16-01-05,9:20:00,3,7,13,26,85,13
16-01-05,9:25:00,3,6,15,38,81,20
16-01-05,9:30:00,5,4,14,64,76,19
16-01-05,9:35:00,3,5,12,86,83,17
16-01-05,9:40:00,3,7,15,91,75,20
16-01-05,9:45:00,7,11,21,95,82,21
16-01-05,9:50:00,6,14,11,97,85,20
16-01-05,9:55:00,4,5,9,96,80,22
16-01-05,10:00:00,3,6,9,94,79,22
16-01-05,10:05:00,4,9,12,92,83,28
16-01-05,10:10:00,0,5,9,98,85,27
16-01-05,10:15:00,2,4,11,99,77,23
16-01-05,10:20:00,2,5,10,98,76,30
16-01-05,10:25:00,2,7,17,101,77,28
16-01-05,10:30:00,4,12,9,31,84,26
16-01-05,10:35:00,3,5,6,29,70,23
16-01-05,10:40:00,4,6,8,28,67,25
16-01-05,10:45:00,4,8,11,33,67,23
16-01-05,10:50:00,4,12,11,38,71,32
16-01-05,10:55:00,4,15,12,57,93,24
16-01-05,11:00:00,6,10,11,82,116,27
16-01-05,11:05:00,4,3,11,92,118,36
16-01-05,11:10:00,6,3,7,94,112,36
16-01-05,11:15:00,7,3,15,95,102,33
16-01-05,11:20:00,5,3,11,91,110,30
16-01-05,11:25:00,4,3,8,95,113,30
16-01-05,11:30:00,4,0,14,91,117,29
16-01-05,11:35:00,4,0,9,107,111,28
16-01-05,11:40:00,6,3,6,110,109,29
16-01-05,11:45:00,5,6,5,110,111,26
16-01-05,11:50:00,3,4,4,105,105,30
16-01-05,11:55:00,2,9,5,102,103,32
16-01-05,12:00:00,3,5,6,104,106,31
16-01-05,12:05:00,3,6,12,100,107,31
16-01-05,12:10:00,2,5,13,53,114,32
16-01-05,12:15:00,1,5,17,30,110,35
16-01-05,12:20:00,6,8,12,22,104,40
16-01-05,12:25:00,6,18,13,20,81,37
16-01-05,12:30:00,4,15,17,18,72,37
16-01-05,12:35:00,6,17,24,17,65,41
16-01-05,12:40:00,7,20,25,21,66,39
16-01-05,12:45:00,9,20,24,27,62,33
16-01-05,12:50:00,3,21,13,48,58,28
16-01-05,12:55:00,5,12,13,71,46,28
16-01-05,13:00:00,7,8,14,78,42,24
16-01-05,13:05:00,5,5,12,87,39,21
16-01-05,13:10:00,5,3,11,99,38,23
16-01-05,13:15:00,4,4,8,99,40,26
16-01-05,13:20:00,4,8,4,102,45,32
16-01-05,13:25:00,4,8,5,102,60,31
16-01-05,13:30:00,0,0,0,0,0,0
16-01-05,13:35:00,5,9,9,105,64,28
16-01-05,13:40:00,3,14,5,101,70,29
16-01-05,13:45:00,3,21,9,99,88,40
16-01-05,13:50:00,4,27,19,64,86,50
16-01-05,13:55:00,6,29,14,90,87,39
16-01-05,14:00:00,3,15,11,117,95,37
16-01-05,14:05:00,2,8,8,116,93,24
16-01-05,14:10:00,2,8,12,124,98,28
16-01-05,14:15:00,4,9,9,125,90,31
16-01-05,14:20:00,3,8,9,119,89,28
16-01-05,14:25:00,6,9,9,121,86,28
16-01-05,14:30:00,3,4,9,119,88,24
16-01-05,14:35:00,6,6,7,124,90,24
16-01-05,14:40:00,4,5,18,123,89,28
16-01-05,14:45:00,5,7,19,123,87,29
16-01-05,14:50:00,4,8,19,122,91,30
16-01-05,14:55:00,2,6,16,127,88,33
16-01-05,15:00:00,5,5,15,130,84,28
16-01-05,15:05:00,4,6,17,130,84,25
16-01-05,15:10:00,5,8,14,125,88,29
16-01-05,15:15:00,5,11,18,119,99,30
16-01-05,15:20:00,4,15,16,115,108,20
16-01-05,15:25:00,4,17,24,33,85,22
16-01-05,15:30:00,3,7,23,33,80,25
16-01-05,15:35:00,4,5,28,29,81,20
16-01-05,15:40:00,2,4,22,31,86,28
16-01-05,15:45:00,4,4,24,23,81,27
16-01-05,15:50:00,4,5,20,26,75,26
16-01-05,15:55:00,6,6,21,22,73,22
16-01-05,16:00:00,7,2,17,24,63,27
16-01-05,16:05:00,4,6,20,27,76,26
16-01-05,16:10:00,5,9,24,29,63,34
16-01-05,16:15:00,6,10,30,12,64,33
16-01-05,16:20:00,6,8,31,10,62,30
16-01-05,16:25:00,7,5,21,6,67,31
16-01-05,16:30:00,6,7,28,4,65,31
16-01-05,16:35:00,7,7,24,5,68,34
16-01-05,16:40:00,7,13,29,11,76,30
16-01-05,16:45:00,6,7,27,12,83,33
16-01-05,16:50:00,6,14,23,13,79,24
16-01-05,16:55:00,5,17,25,65,55,26
16-01-05,17:00:00,3,7,23,91,49,21
16-01-05,17:05:00,2,9,28,98,49,22
16-01-05,17:10:00,3,6,26,99,51,15
16-01-05,17:15:00,2,6,31,94,47,14
16-01-05,17:20:00,2,8,33,93,45,13
16-01-05,17:25:00,2,6,33,93,48,16
16-01-05,17:30:00,2,12,28,93,44,17
16-01-05,17:35:00,3,8,29,95,47,15
16-01-05,17:40:00,3,5,28,102,44,13
16-01-05,17:45:00,2,8,26,94,50,15
16-01-05,17:50:00,3,7,27,95,53,9
16-01-05,17:55:00,2,8,22,88,54,9
16-01-05,18:00:00,2,7,22,88,51,7
16-01-05,18:05:00,1,9,18,84,54,7
16-01-05,18:10:00,1,5,21,89,50,6
16-01-05,18:15:00,1,6,28,103,55,7
16-01-05,18:20:00,3,8,32,97,53,4
16-01-05,18:25:00,5,17,30,98,51,10
16-01-05,18:30:00,2,7,26,93,50,6
16-01-05,18:35:00,1,5,32,91,51,7
16-01-05,18:40:00,2,6,29,93,47,6
16-01-05,18:45:00,2,10,25,94,44,4
16-01-05,18:50:00,1,5,24,94,40,5
16-01-05,18:55:00,2,7,28,91,37,5
16-01-05,19:00:00,1,4,29,91,38,3
16-01-05,19:05:00,1,3,22,95,33,3
16-01-05,19:10:00,1,6,22,93,34,5
16-01-05,19:15:00,1,4,23,95,39,3
16-01-05,19:20:00,1,3,22,93,40,4
16-01-05,19:25:00,1,5,24,97,36,4
16-01-05,19:30:00,1,3,23,97,39,3
16-01-05,19:35:00,1,4,21,95,38,4
16-01-05,19:40:00,1,6,20,96,38,4
16-01-05,19:45:00,1,4,21,34,41,8
16-01-05,19:50:00,2,4,22,30,40,7
16-01-05,19:55:00,2,2,23,22,35,5
16-01-05,20:00:00,2,3,18,17,36,7
16-01-05,20:05:00,2,1,18,15,33,6
16-01-05,20:10:00,1,2,16,12,33,5
16-01-05,20:15:00,1,1,17,11,35,6
16-01-05,20:20:00,1,1,17,9,34,4
16-01-05,20:25:00,1,2,13,9,34,4
16-01-05,20:30:00,1,1,14,10,31,4
16-01-05,20:35:00,1,0,14,9,34,5
16-01-05,20:40:00,2,0,15,9,31,4
16-01-05,20:45:00,1,1,13,10,23,6
16-01-05,20:50:00,2,1,14,10,21,4
16-01-05,20:55:00,2,0,13,7,24,3
16-01-05,21:00:00,1,0,14,7,18,2
16-01-05,21:05:00,1,2,11,8,20,1
16-01-05,21:10:00,1,1,11,8,18,1
16-01-05,21:15:00,1,0,13,8,17,3
16-01-05,21:20:00,1,0,12,8,18,2
16-01-05,21:25:00,1,0,9,8,17,3
16-01-05,21:30:00,1,1,10,8,16,3
16-01-05,21:35:00,1,1,11,8,16,2
16-01-05,21:40:00,1,1,11,7,14,3
16-01-05,21:45:00,1,1,15,1,13,2
16-01-05,21:50:00,1,2,15,1,14,3
16-01-05,21:55:00,0,2,7,2,15,2
16-01-05,22:00:00,0,1,6,1,15,1
16-01-05,22:05:00,1,1,6,0,15,1
16-01-05,22:10:00,0,2,4,1,18,3
16-01-05,22:15:00,0,1,5,0,20,4
16-01-05,22:20:00,0,1,4,1,21,3
16-01-05,22:25:00,0,1,4,1,22,4
16-01-05,22:30:00,0,1,6,1,19,3
16-01-05,22:35:00,0,1,7,1,19,2
16-01-05,22:40:00,0,2,5,1,16,2
16-01-05,22:45:00,0,1,4,1,16,2
16-01-05,22:50:00,0,2,4,0,15,3
16-01-05,22:55:00,0,1,2,1,12,2
16-01-05,23:00:00,0,1,3,1,13,1
16-01-05,23:05:00,0,1,1,1,15,1
16-01-05,23:10:00,0,1,2,1,13,1
16-01-05,23:15:00,0,1,1,1,11,1
16-01-05,23:20:00,0,1,1,1,10,1
16-01-05,23:25:00,0,1,0,1,9,1
16-01-05,23:30:00,0,0,0,1,10,1
16-01-05,23:35:00,0,0,0,1,12,1
16-01-05,23:40:00,0,0,0,1,10,1
16-01-05,23:45:00,0,1,0,1,12,1
16-01-05,23:50:00,0,0,1,1,12,1
16-01-05,23:55:00,0,0,0,1,12,1
16-01-06,0:00:00,0,0,0,1,7,15
16-01-06,0:05:00,0,0,1,1,6,3
16-01-06,0:10:00,0,0,0,1,6,1
16-01-06,0:15:00,0,0,0,1,6,1
16-01-06,0:20:00,0,0,1,1,5,1
16-01-06,0:25:00,0,0,0,1,5,2
16-01-06,0:30:00,0,0,0,1,6,2
16-01-06,0:35:00,0,0,0,1,5,3
16-01-06,0:40:00,0,0,0,1,4,2
16-01-06,0:45:00,0,0,0,1,7,3
16-01-06,0:50:00,0,0,0,0,7,1
16-01-06,0:55:00,0,0,1,0,6,1
16-01-06,1:00:00,0,0,1,0,3,1
16-01-06,1:05:00,0,0,2,0,4,0
16-01-06,1:10:00,0,0,0,0,4,2
16-01-06,1:15:00,0,0,0,0,2,2
16-01-06,1:20:00,0,0,0,0,2,2
16-01-06,1:25:00,0,0,0,1,1,2
16-01-06,1:30:00,0,0,0,1,1,2
16-01-06,1:35:00,0,0,0,0,2,1
16-01-06,1:40:00,0,0,0,0,1,1
16-01-06,1:45:00,0,0,0,0,1,1
16-01-06,1:50:00,0,0,0,0,1,1
16-01-06,1:55:00,0,0,0,0,1,1
16-01-06,2:00:00,0,0,0,0,1,1
16-01-06,2:05:00,0,0,0,0,1,0
16-01-06,2:10:00,0,0,0,0,1,1
16-01-06,2:15:00,0,0,0,0,1,0
16-01-06,2:20:00,0,0,0,0,1,1
16-01-06,2:25:00,0,0,0,0,1,2
16-01-06,2:30:00,0,0,0,0,1,2
16-01-06,2:35:00,0,0,0,0,1,2
16-01-06,2:40:00,0,0,0,0,1,2
16-01-06,2:45:00,0,0,0,0,1,2
16-01-06,2:50:00,0,0,0,1,0,2
16-01-06,2:55:00,0,0,0,1,0,2
16-01-06,3:00:00,0,0,0,1,0,2
16-01-06,3:05:00,0,0,0,1,0,1
16-01-06,3:10:00,0,0,0,1,0,2
16-01-06,3:15:00,0,0,0,0,0,2
16-01-06,3:20:00,0,0,0,0,0,2
16-01-06,3:25:00,0,0,0,0,1,2
16-01-06,3:30:00,0,0,0,0,1,2
16-01-06,3:35:00,0,0,0,0,1,2
16-01-06,3:40:00,0,0,0,0,1,2
16-01-06,3:45:00,0,0,0,0,1,2
16-01-06,3:50:00,0,0,0,0,1,2
16-01-06,3:55:00,0,0,0,0,1,2
16-01-06,4:00:00,0,0,0,0,0,2
16-01-06,4:05:00,0,0,0,0,0,2
16-01-06,4:10:00,0,0,0,0,0,2
16-01-06,4:15:00,0,0,0,0,0,2
16-01-06,4:20:00,0,0,0,0,0,2
16-01-06,4:25:00,0,0,0,0,1,2
16-01-06,4:30:00,0,1,0,0,1,2
16-01-06,4:35:00,1,0,0,0,1,3
16-01-06,4:40:00,0,0,0,0,1,2
16-01-06,4:45:00,0,0,0,0,1,2
16-01-06,4:50:00,0,0,0,0,1,2
16-01-06,4:55:00,0,0,0,0,1,2
16-01-06,5:00:00,0,1,0,0,1,2
16-01-06,5:05:00,0,1,0,0,1,1
16-01-06,5:10:00,0,1,0,0,1,1
16-01-06,5:15:00,0,0,0,0,0,2
16-01-06,5:20:00,0,2,0,0,0,2
16-01-06,5:25:00,0,1,0,0,0,2
16-01-06,5:30:00,0,1,0,0,0,2
16-01-06,5:35:00,0,0,0,0,0,2
16-01-06,5:40:00,0,1,0,0,0,2
16-01-06,5:45:00,0,0,0,0,0,2
16-01-06,5:50:00,0,0,0,0,0,2
16-01-06,5:55:00,0,0,0,0,0,2
16-01-06,6:00:00,0,0,0,0,1,1
16-01-06,6:05:00,0,1,0,0,0,0
16-01-06,6:10:00,0,0,0,0,0,0
16-01-06,6:15:00,0,0,0,0,0,1
16-01-06,6:20:00,0,0,0,0,0,1
16-01-06,6:25:00,0,0,0,0,0,1
16-01-06,6:30:00,0,0,1,1,0,1
16-01-06,6:35:00,0,1,0,1,0,2
16-01-06,6:40:00,0,1,2,1,0,1
16-01-06,6:45:00,0,1,2,1,0,2
16-01-06,6:50:00,0,1,1,1,1,1
16-01-06,6:55:00,0,1,1,1,1,2
16-01-06,7:00:00,0,2,0,1,1,3
16-01-06,7:05:00,0,1,1,1,0,1
16-01-06,7:10:00,0,2,3,1,1,2
16-01-06,7:15:00,0,1,4,1,0,2
16-01-06,7:20:00,0,1,0,1,2,1
16-01-06,7:25:00,0,4,1,1,2,1
16-01-06,7:30:00,0,1,3,1,1,1
16-01-06,7:35:00,0,0,0,0,0,0
16-01-06,7:40:00,0,0,4,1,3,1
16-01-06,7:45:00,0,3,7,1,2,1
16-01-06,7:50:00,0,4,7,1,2,3
16-01-06,7:55:00,2,8,7,1,2,3
16-01-06,8:00:00,2,4,4,0,4,3
16-01-06,8:05:00,2,2,8,2,3,3
16-01-06,8:10:00,2,4,6,1,3,4
16-01-06,8:15:00,0,4,8,1,3,7
16-01-06,8:20:00,0,2,9,2,5,8
16-01-06,8:25:00,0,3,7,3,4,6
16-01-06,8:30:00,1,6,8,4,10,8
16-01-06,8:35:00,1,8,10,4,10,9
16-01-06,8:40:00,2,4,14,11,10,7
16-01-06,8:45:00,1,9,12,16,14,13
16-01-06,8:50:00,3,7,8,27,16,9
16-01-06,8:55:00,3,16,9,60,40,17
16-01-06,9:00:00,2,6,14,90,40,21
16-01-06,9:05:00,4,9,18,112,32,22
16-01-06,9:10:00,1,9,7,118,41,22
16-01-06,9:15:00,2,5,10,116,36,28
16-01-06,9:20:00,1,4,9,112,33,37
16-01-06,9:25:00,2,8,11,116,40,41
16-01-06,9:30:00,2,7,14,119,44,43
16-01-06,9:35:00,2,5,10,115,49,46
16-01-06,9:40:00,3,8,11,122,41,39
16-01-06,9:45:00,2,13,17,119,36,36
16-01-06,9:50:00,2,8,16,117,35,34
16-01-06,9:55:00,7,20,9,116,68,34
16-01-06,10:00:00,3,5,9,116,65,43
16-01-06,10:05:00,5,12,9,121,64,45
16-01-06,10:10:00,3,7,7,106,66,52
16-01-06,10:15:00,2,8,6,102,81,50
16-01-06,10:20:00,0,3,7,103,70,55
16-01-06,10:25:00,0,7,6,104,77,48
16-01-06,10:30:00,1,4,7,122,91,55
16-01-06,10:35:00,1,4,7,109,91,52
16-01-06,10:40:00,2,5,7,105,81,59
16-01-06,10:45:00,3,5,7,102,79,59
16-01-06,10:50:00,1,8,8,94,88,57
16-01-06,10:55:00,4,20,8,72,73,59
16-01-06,11:00:00,7,19,9,96,96,55
16-01-06,11:05:00,3,7,6,108,82,58
16-01-06,11:10:00,6,6,6,108,87,52
16-01-06,11:15:00,5,3,6,115,84,55
16-01-06,11:20:00,5,5,7,112,88,56
16-01-06,11:25:00,5,4,6,109,85,49
16-01-06,11:30:00,8,7,7,108,83,52
16-01-06,11:35:00,6,9,5,111,86,50
16-01-06,11:40:00,4,9,6,112,90,49
16-01-06,11:45:00,6,8,8,109,96,48
16-01-06,11:50:00,3,13,17,97,84,50
16-01-06,11:55:00,5,12,14,83,79,49
16-01-06,12:00:00,3,13,11,92,69,49
16-01-06,12:05:00,3,11,12,96,71,52
16-01-06,12:10:00,5,14,7,104,79,50
16-01-06,12:15:00,4,8,12,105,76,53
16-01-06,12:20:00,2,16,7,107,76,55
16-01-06,12:25:00,2,5,8,109,80,54
16-01-06,12:30:00,3,11,7,111,81,52
16-01-06,12:35:00,2,2,5,109,88,51
16-01-06,12:40:00,2,4,5,117,91,52
16-01-06,12:45:00,3,13,10,115,118,44
16-01-06,12:50:00,3,14,4,80,104,41
16-01-06,12:55:00,3,21,8,107,94,43
16-01-06,13:00:00,6,7,12,147,91,49
16-01-06,13:05:00,6,6,12,152,93,50
16-01-06,13:10:00,5,5,11,156,107,52
16-01-06,13:15:00,2,5,10,158,99,51
16-01-06,13:20:00,3,7,10,157,104,49
16-01-06,13:25:00,3,10,9,154,116,53
16-01-06,13:30:00,5,6,17,157,108,60
16-01-06,13:35:00,4,8,9,160,101,66
16-01-06,13:40:00,6,5,14,151,115,60
16-01-06,13:45:00,5,5,15,153,124,58
16-01-06,13:50:00,7,17,11,77,134,58
16-01-06,13:55:00,7,13,10,51,130,60
16-01-06,14:00:00,4,1,14,38,113,58
16-01-06,14:05:00,4,2,13,29,107,56
16-01-06,14:10:00,5,3,16,28,115,55
16-01-06,14:15:00,5,6,20,27,106,51
16-01-06,14:20:00,4,4,18,26,109,54
16-01-06,14:25:00,5,7,13,27,102,56
16-01-06,14:30:00,5,8,15,25,104,55
16-01-06,14:35:00,5,5,14,29,98,55
16-01-06,14:40:00,5,3,19,30,100,54
16-01-06,14:45:00,5,7,19,35,106,57
16-01-06,14:50:00,5,8,21,54,92,45
16-01-06,14:55:00,6,19,25,88,106,52
16-01-06,15:00:00,6,10,20,105,99,46
16-01-06,15:05:00,3,13,23,112,96,38
16-01-06,15:10:00,4,5,26,112,102,42
16-01-06,15:15:00,5,5,21,115,101,38
16-01-06,15:20:00,4,9,25,114,99,37
16-01-06,15:25:00,5,5,22,115,100,39
16-01-06,15:30:00,5,5,23,113,100,41
16-01-06,15:35:00,4,4,23,109,103,37
16-01-06,15:40:00,6,5,25,110,94,39
16-01-06,15:45:00,7,2,23,107,99,38
16-01-06,15:50:00,7,11,33,108,102,36
16-01-06,15:55:00,5,16,31,100,104,31
16-01-06,16:00:00,3,7,26,104,93,26
16-01-06,16:05:00,3,3,27,94,89,22
16-01-06,16:10:00,1,5,27,100,96,27
16-01-06,16:15:00,0,4,27,100,93,24
16-01-06,16:20:00,2,3,28,59,95,29
16-01-06,16:25:00,1,4,32,17,87,32
16-01-06,16:30:00,2,5,23,14,89,29
16-01-06,16:35:00,1,3,16,14,89,28
16-01-06,16:40:00,2,4,13,16,88,29
16-01-06,16:45:00,2,3,13,15,90,24
16-01-06,16:50:00,2,12,12,14,65,28
16-01-06,16:55:00,1,7,10,11,47,17
16-01-06,17:00:00,1,10,9,12,43,12
16-01-06,17:05:00,1,12,9,8,37,19
16-01-06,17:10:00,2,16,12,7,32,15
16-01-06,17:15:00,2,15,12,5,43,16
16-01-06,17:20:00,2,10,12,4,41,21
16-01-06,17:25:00,1,11,16,4,43,22
16-01-06,17:30:00,2,16,18,4,55,18
16-01-06,17:35:00,1,15,16,4,49,18
16-01-06,17:40:00,1,10,11,4,48,13
16-01-06,17:45:00,1,8,12,4,48,18
16-01-06,17:50:00,1,10,12,4,52,17
16-01-06,17:55:00,1,16,14,4,55,17
16-01-06,18:00:00,1,8,13,4,53,16
16-01-06,18:05:00,1,7,9,0,52,17
16-01-06,18:10:00,1,5,13,0,53,16
16-01-06,18:15:00,1,7,14,0,60,16
16-01-06,18:20:00,1,7,15,0,56,19
16-01-06,18:25:00,2,8,22,1,64,17
16-01-06,18:30:00,2,6,18,0,63,17
16-01-06,18:35:00,2,6,16,0,60,16
16-01-06,18:40:00,0,9,11,6,59,18
16-01-06,18:45:00,2,8,12,8,63,17
16-01-06,18:50:00,1,9,12,16,58,21
16-01-06,18:55:00,0,6,10,18,53,18
16-01-06,19:00:00,1,4,6,27,47,19
16-01-06,19:05:00,0,5,4,26,50,13
16-01-06,19:10:00,0,5,5,32,35,10
16-01-06,19:15:00,0,4,5,36,34,9
16-01-06,19:20:00,0,4,6,35,30,9
16-01-06,19:25:00,0,6,4,36,24,11
16-01-06,19:30:00,0,4,4,36,25,10
16-01-06,19:35:00,0,4,8,37,25,10
16-01-06,19:40:00,0,6,9,34,24,12
16-01-06,19:45:00,1,6,5,35,25,13
16-01-06,19:50:00,0,5,4,35,25,13
16-01-06,19:55:00,0,6,5,35,27,10
16-01-06,20:00:00,0,5,6,35,28,10
16-01-06,20:05:00,0,4,6,36,23,9
16-01-06,20:10:00,0,5,6,36,18,6
16-01-06,20:15:00,0,4,10,34,20,8
16-01-06,20:20:00,0,2,5,27,21,9
16-01-06,20:25:00,0,2,5,30,18,8
16-01-06,20:30:00,0,1,6,31,14,9
16-01-06,20:35:00,0,1,7,30,16,8
16-01-06,20:40:00,0,1,6,33,18,7
16-01-06,20:45:00,1,2,8,33,17,6
16-01-06,20:50:00,0,2,7,32,15,7
16-01-06,20:55:00,0,4,8,32,14,7
16-01-06,21:00:00,0,2,11,32,14,5
16-01-06,21:05:00,0,1,9,31,11,5
16-01-06,21:10:00,0,0,8,23,15,6
16-01-06,21:15:00,0,0,7,17,9,6
16-01-06,21:20:00,0,0,7,14,10,4
16-01-06,21:25:00,0,0,6,11,7,6
16-01-06,21:30:00,0,1,6,11,7,6
16-01-06,21:35:00,0,3,7,8,6,6
16-01-06,21:40:00,0,3,4,2,9,4
16-01-06,21:45:00,0,0,4,1,9,4
16-01-06,21:50:00,0,0,5,1,14,4
16-01-06,21:55:00,0,0,4,0,12,5
16-01-06,22:00:00,0,1,3,0,11,5
16-01-06,22:05:00,0,1,0,1,12,6
16-01-06,22:10:00,0,1,0,0,10,1
16-01-06,22:15:00,0,2,0,0,11,2
16-01-06,22:20:00,0,1,1,0,12,4
16-01-06,22:25:00,0,1,2,0,11,3
16-01-06,22:30:00,0,1,0,0,12,4
16-01-06,22:35:00,0,1,0,0,11,4
16-01-06,22:40:00,0,1,0,0,10,4
16-01-06,22:45:00,0,1,0,0,9,4
16-01-06,22:50:00,0,0,1,0,9,4
16-01-06,22:55:00,0,0,2,0,7,4
16-01-06,23:00:00,0,0,1,0,6,4
16-01-06,23:05:00,0,0,2,0,7,4
16-01-06,23:10:00,0,0,0,0,6,4
16-01-06,23:15:00,0,0,0,0,6,2
16-01-06,23:20:00,0,0,0,0,4,2
16-01-06,23:25:00,0,0,0,0,5,2
16-01-06,23:30:00,0,0,0,0,7,3
16-01-06,23:35:00,0,0,1,0,5,4
16-01-06,23:40:00,0,0,0,0,8,3
16-01-06,23:45:00,0,0,1,0,6,3
16-01-06,23:50:00,0,0,1,0,6,4
16-01-06,23:55:00,0,0,1,0,7,4
